author,tags,title,url
Lina AbiRafeh,"Coronavirus pandemic,Women,Humanitarian crises,Middle East","For Arab women and girls, the crisis is just beginning",https://www.aljazeera.com/amp/indepth/opinion/arab-women-girls-crisis-beginning-200428065526213.html
William Gumede,"Health,Poverty & Development,US & Canada,Coronavirus pandemic",The impact of coronavirus could compare to the Great Depression,https://www.aljazeera.com/amp/indepth/opinion/impact-coronavirus-compare-great-depression-200420070542882.html
Marwan Bishara,"Health,Coronavirus pandemic",The plague: Searching for meaning,https://www.aljazeera.com/amp/indepth/opinion/plague-searching-meaning-200504144310329.html
"David A Love,Vijay Das","Prisons,Coronavirus pandemic,United States",Coronavirus is an impetus to decarcerate America,https://www.aljazeera.com/amp/indepth/opinion/coronavirus-impetus-decarcerate-america-200501094416539.html
"Catherine Rottenberg ,Nira Yuval Davis","United Kingdom,Coronavirus pandemic,Europe",Coronavirus and the banality of evil,https://www.aljazeera.com/amp/indepth/opinion/coronavirus-banality-evil-200505075710643.html
Marwan Bishara,"Coronavirus pandemic,United States,Donald Trump,Emmanuel Macron,Boris Johnson","The pandemic as a war and Trump, the 'medic-in-chief'",https://www.aljazeera.com/amp/indepth/opinion/pandemic-war-trump-medic-chief-200427105106026.html
Tamara Gane,"Human Rights,Food,United States",I have used food banks and understand the stigma of poverty,https://www.aljazeera.com/amp/indepth/opinion/food-banks-understand-stigma-poverty-200421091843237.html
Nikolay Kozhanov,"Fossil Fuels,Russia,Saudi Arabia,Business & Economy,Coronavirus pandemic",What does the oil price collapse mean for Russia and the GCC?,https://www.aljazeera.com/amp/indepth/opinion/worse-oil-market-wti-collapse-200424162623936.html
Lawrence Ma,"China,Hong Kong protests,Hong Kong,Media,Asia Pacific",Hong Kong's protesters are being used to further their own ruin ,https://www.aljazeera.com/amp/indepth/opinion/hong-kong-protesters-ruin-200423092338967.html
"Ulises Ali Mejias,Nick Couldry","Coronavirus pandemic,Privacy & Surveillance,Science & Technology,United Kingdom,United States",Resistance to the new data colonialism must start now,https://www.aljazeera.com/amp/indepth/opinion/resistance-data-colonialism-start-200428162353538.html
Nicola Morfini,"Latin America,Coronavirus pandemic,Drugs",Coronavirus and narcotics: Can drug cartels survive COVID-19?,https://www.aljazeera.com/amp/indepth/opinion/coronavirus-narcotics-drug-cartels-survive-covid-19-200427131004141.html
Jana Tsoneva,"Coronavirus pandemic,Bulgaria,Germany,United Kingdom,United States",How the pandemic endorsed leftist politics,https://www.aljazeera.com/amp/indepth/opinion/pandemic-endorsed-leftist-politics-200429100802621.html
Nisha Varia,"Coronavirus pandemic,Workers' Rights",It is time for the world to start caring for the caregivers,https://www.aljazeera.com/amp/indepth/opinion/time-world-start-caring-caregivers-200430082235933.html
Anna MM Vetticad,"Cinema,Coronavirus pandemic,Arts & Culture,India,Asia",Virus: A lesson from Mollywood on how to tackle coronavirus,https://www.aljazeera.com/amp/indepth/opinion/virus-lesson-mollywood-tackle-coronavirus-200427110703824.html
Eda Seyhan,"Coronavirus pandemic,Human Rights,Police,Abuse,Africa",The other death toll from the coronavirus pandemic,https://www.aljazeera.com/amp/indepth/opinion/death-toll-coronavirus-pandemic-200430085024188.html
Ian Cowie,"Coronavirus pandemic,Business & Economy,IMF",Global financial crisis 2.0 is coming for your wallet,https://www.aljazeera.com/amp/indepth/opinion/global-financial-crisis-20-coming-wallet-200423132344298.html
Mehari Taddele Maru ,"Africa,Ethiopia,Egypt,Poverty & Development,Sudan",Can Trump resolve the Egypt-Ethiopia Nile dam dispute?,https://www.aljazeera.com/amp/indepth/opinion/trump-resolve-egypt-ethiopia-nile-dam-dispute-200423122833640.html
"Taher Herzallah,Tarek Khaill ","Palestine,Israel, Israeli–Palestinian conflict,Ramadan 2020,Boycott",Boycotting Israeli dates is working and we need to keep going,https://www.aljazeera.com/amp/indepth/opinion/boycotting-israeli-dates-working-200423103555231.html
"Jeongyeol Kim,Pramesh Pokharel ","Coronavirus pandemic,Agriculture,Food,Asia",The solution to food insecurity is food sovereignty,https://www.aljazeera.com/amp/indepth/opinion/solution-food-insecurity-food-sovereignty-200425143803134.html
Bonita Meyersfeld,"Health,Human Rights,Coronavirus pandemic",Domestic violence is the 'other' pandemic we must fight,https://www.aljazeera.com/amp/indepth/opinion/domestic-violence-pandemic-fight-200420080556822.html
Yara Hawari ,"Middle East,Palestine,Israel",How should Palestinians respond to Israeli threats of annexation?,https://www.aljazeera.com/amp/indepth/opinion/palestinians-respond-israeli-threats-annexation-200425123412359.html
David Bollier,"Space,Donald Trump,Business & Economy,Fossil Fuels,United States",Trump's scheme to sell the Moon,https://www.aljazeera.com/amp/indepth/opinion/trump-scheme-sell-moon-200421085841018.html
Aya Majzoub,"Coronavirus pandemic,Lebanon",Lebanon's protests are far from over,https://www.aljazeera.com/amp/indepth/opinion/lebanon-protests-200413121904178.html
"Philip V McHarris,Zellie Imani ","Education,United States,US & Canada",It is time to cancel student debt and make higher education free,https://www.aljazeera.com/amp/indepth/opinion/time-cancel-student-debt-higher-education-free-200425104050766.html
Khalid Albaih,"Coronavirus pandemic,Sudan,Denmark,Human Rights,Africa",Your 'new normal' is our 'old normal',https://www.aljazeera.com/amp/indepth/opinion/normal-normal-200426164350286.html
Natrah Ismail,"Coronavirus pandemic,Asia,Malaysia,Thailand,Myanmar", Refugees must be protected during the coronavirus pandemic,https://www.aljazeera.com/amp/indepth/opinion/refugees-protected-coronavirus-pandemic-200422101438710.html
Akiva Eldar,"Benjamin Netanyahu,Israel,Coronavirus pandemic,Corruption,Middle East",Netanyahu has formed a 'personal salvation government' ,https://www.aljazeera.com/amp/indepth/opinion/netanyahu-formed-personal-salvation-government-200423085325571.html
Karsten Noko,"Donald Trump,World Health Organization,Health,Coronavirus pandemic,United Nations","It is time to fix the WHO, not defund it",https://www.aljazeera.com/amp/indepth/opinion/time-fix-defund-200421075122052.html
Jonathan Portes,"Coronavirus pandemic,Business & Economy,Health",Lockdown will not cost more lives than it saves,https://www.aljazeera.com/amp/indepth/opinion/lockdown-cost-lives-saves-200419073936911.html
Maha Hilal,"United States,Workers' Rights,US & Canada,Coronavirus pandemic",It is time Amazon heeds the demands of its workers,https://www.aljazeera.com/amp/indepth/opinion/time-amazon-heeds-demands-workers-200422171847314.html
Nick Dearden,"Coronavirus pandemic,Business & Economy,IMF",Don't delay developing world debt - cancel it,https://www.aljazeera.com/amp/indepth/opinion/don-delay-developing-world-debt-cancel-200420130616783.html
Andrew Mitrovica,"Canada,Coronavirus pandemic,US & Canada","For the West, war comes home",https://www.aljazeera.com/amp/indepth/opinion/west-war-home-200421114110316.html
"Mengia Tschalaer,Nina Held","Coronavirus pandemic,Refugees,LGBT,Germany,Europe",Coronavirus exacerbates LGBTQI refugees' isolation and trauma,https://www.aljazeera.com/amp/indepth/opinion/coronavirus-exacerbates-lgbtqi-refugees-isolation-trauma-200421112957417.html
Olufemi O Taiwo,"Climate Change,Coronavirus pandemic,Environment,Global Warming,United States",Our coronavirus failure will become our climate failure,https://www.aljazeera.com/amp/indepth/opinion/coronavirus-failure-climate-failure-200318121417697.html
Katerina Cosgrove,"Environment,Climate Change,Global Warming,Civil Rights",Is civil disobedience enough or do we need a climate revolution?,https://www.aljazeera.com/amp/indepth/opinion/civil-disobedience-climate-revolution-200227125836559.html
Paul Mason,"Coronavirus pandemic,Business & Economy,Tax,IMF",Tax the rich? It might not be enough,https://www.aljazeera.com/amp/indepth/opinion/tax-rich-200416122400217.html
Marwan Bishara,"Coronavirus pandemic,US & Canada,Europe,China",What would and should a post-pandemic world look like?,https://www.aljazeera.com/amp/indepth/opinion/post-pandemic-world-200419121617150.html
Apoorvanand ,"India,Coronavirus pandemic,Islamophobia,Asia",How the coronavirus outbreak in India was blamed on Muslims,https://www.aljazeera.com/amp/indepth/opinion/coronavirus-outbreak-india-blamed-muslims-200418143252362.html
Robert Mahoney,"Coronavirus pandemic,Press Freedom,Media",Journalists need to be protected during the pandemic,https://www.aljazeera.com/amp/indepth/opinion/journalists-protected-pandemic-200419140835916.html
Donald Earl Collins ,"United States,US & Canada,Coronavirus pandemic,Donald Trump","America isn't just a failing state, it is a failed experiment ",https://www.aljazeera.com/amp/indepth/opinion/america-isn-failing-state-failed-experiment-200420134026075.html
Cedric Habiyaremye,"Coronavirus pandemic,Africa,Business & Economy,Food,Famine",A pandemic-driven food crisis in Africa can be prevented,https://www.aljazeera.com/amp/indepth/opinion/pandemic-driven-food-crisis-africa-prevented-200419164618759.html
Rokhaya Diallo,"Coronavirus pandemic,France,European Union,Europe",France's COVID-19 failures are the result of decades of austerity,https://www.aljazeera.com/amp/indepth/opinion/france-covid-19-failures-result-decades-austerity-200420120705765.html
Samuel Earle,"Boris Johnson,NHS,United Kingdom,Coronavirus pandemic,Europe",Boris Johnson: The hollow priest of the NHS,https://www.aljazeera.com/amp/indepth/opinion/boris-johnson-hollow-priest-nhs-200421070641302.html
Ruth H Hopkins,"Coronavirus pandemic,Indigenous rights,Health","As Native peoples self-isolate, outsiders are still demanding in",https://www.aljazeera.com/amp/indepth/opinion/native-peoples-isolate-outsiders-demanding-200413191434093.html
Santiago Zabala,"Coronavirus pandemic,Europe,Latin America,US & Canada,Brazil",The coronavirus pandemic is a threat to populist strongmen,https://www.aljazeera.com/amp/indepth/opinion/coronavirus-pandemic-threat-populist-strongmen-200421105729756.html
James Melville,"Coronavirus pandemic,United Kingdom,Health",Non-apologies for coronavirus deaths are not good enough,https://www.aljazeera.com/amp/indepth/opinion/apologies-coronavirus-deaths-good-200416115612897.html
Sandile Ngidi,"Africa,Health,South Africa,Coronavirus pandemic",South Africa's communal spirit will survive coronavirus,https://www.aljazeera.com/amp/indepth/opinion/south-africa-communal-spirit-survive-coronavirus-200405103935248.html
Anthony Pahnke,"US Elections 2020,United States,Donald Trump","Can Biden win in November? Frankly, it is doubtful",https://www.aljazeera.com/amp/indepth/opinion/biden-win-november-frankly-doubtful-200413075829583.html
Sahar Aziz  ,"Racism,Coronavirus pandemic,US & Canada,United States",Anti-Asian racism must be stopped before it is normalised,https://www.aljazeera.com/amp/indepth/opinion/anti-asian-racism-stopped-normalised-200412103717485.html
Pragya Tiwari,"Coronavirus pandemic,Press Freedom,Asia,India","Amid the pandemic, censorship in India can be dangerous",https://www.aljazeera.com/amp/indepth/opinion/pandemic-censorship-india-dangerous-200417100738798.html
Edna Bonhomme,"Coronavirus pandemic,United States,Racism,US & Canada,Health",Racism: The most dangerous 'pre-existing condition',https://www.aljazeera.com/amp/indepth/opinion/racism-dangerous-pre-existing-condition-200414154246943.html
Larry Beinhart,"Coronavirus pandemic,Donald Trump,United States,Health",Fact-checking Trump-speak so you don't have to,https://www.aljazeera.com/amp/indepth/opinion/fact-checking-trump-speak-don-200416140428213.html
Christopher Stokes,"Coronavirus pandemic,Health,Africa","The oxygen divide: Ventilators for Europeans, soap for Africans?",https://www.aljazeera.com/amp/indepth/opinion/oxygen-divide-ventilators-europeans-soap-africans-200418100051189.html
Joshua Wong ,"Hong Kong protests,China,Democracy",China is committing human rights abuses in Hong Kong,https://www.aljazeera.com/amp/indepth/opinion/china-committing-human-rights-abuses-hong-kong-200408083726463.html
Harris Iqbal,"Coronavirus pandemic,Islam,United Kingdom,Health",The UK needs its minorities now more than ever,https://www.aljazeera.com/amp/indepth/opinion/uk-minorities-200416144414720.html
Dmitriy Frolovskiy,"Coronavirus pandemic,Russia,Libya,Syria's War,Europe",The pandemic may change Russia's calculus in the Middle East,https://www.aljazeera.com/amp/indepth/opinion/pandemic-change-russia-calculus-middle-east-200413135440728.html
Khaled Diab ,"Coronavirus pandemic,Belgium,Europe",How a 'failed state' managed to contain a coronavirus outbreak,https://www.aljazeera.com/amp/indepth/opinion/failed-state-managed-coronavirus-outbreak-200413152555554.html
Claire Provost,"Coronavirus pandemic,Women's Rights,Health,Abortion,Women",Some governments are using coronavirus to restrict women's rights,https://www.aljazeera.com/amp/indepth/opinion/governments-coronavirus-restrict-women-rights-200412095859321.html
Patrick Gathara,"Coronavirus pandemic,Civil Rights","In the time of pandemic, we need to be vigilant ",https://www.aljazeera.com/amp/indepth/opinion/time-pandemic-vigilant-200414170905094.html
Victor Sande-Aneiros,"Australia,Sexual assault,Child rights",The fight for justice for sexual abuse survivors must go on,https://www.aljazeera.com/amp/indepth/opinion/fight-justice-sexual-abuse-survivors-200412122244769.html
Robtel Neajai Pailey,"Coronavirus pandemic,Racism,Africa",Africa does not need saving during this pandemic,https://www.aljazeera.com/amp/indepth/opinion/africa-saving-pandemic-200408180254152.html
"Vito Laterza ,Louis Philippe Romer","Coronavirus pandemic,Europe,Norway,Sweden,Health","Coronavirus, herd immunity and the eugenics of the market",https://www.aljazeera.com/amp/indepth/opinion/coronavirus-herd-immunity-eugenics-market-200414104531234.html
David Mwambari,"Africa,Coronavirus pandemic,Colonialism",The pandemic can be a catalyst for decolonisation in Africa,https://www.aljazeera.com/amp/indepth/opinion/pandemic-catalyst-decolonisation-africa-200415150535786.html
Khaled Hroub,"Coronavirus pandemic,Health,United States,US & Canada","It is time the world invests in ventilators, not tanks",https://www.aljazeera.com/amp/indepth/opinion/time-world-invests-ventilators-tanks-200414200403632.html
Hamid Dabashi,"Coronavirus pandemic,United States,US & Canada",One day and one dream in the life of a self-isolating New Yorker,https://www.aljazeera.com/amp/indepth/opinion/day-dream-life-isolating-yorker-200415174525565.html
Steven R Galster,"Coronavirus pandemic,Environment,China,United States","The wildlife trade caused coronavirus, and a vaccine can't fix it",https://www.aljazeera.com/amp/indepth/opinion/wildlife-trade-caused-coronavirus-vaccine-fix-200409143748604.html
Alison Tedford,"Coronavirus pandemic,Canada,Indigenous rights,Health",We cannot sacrifice our elders for the sake of the economy,https://www.aljazeera.com/amp/indepth/opinion/sacrifice-elders-sake-economy-200402090338737.html
Marwan Bishara,"Coronavirus pandemic,United States,Donald Trump,US & Canada",The coronavirus crisis: How Trump is failing successfully,https://www.aljazeera.com/amp/indepth/opinion/coronavirus-crisis-trump-failing-successfully-200411133247779.html
Rokhaya Diallo,"France,Coronavirus pandemic,Europe","France on lockdown: Vacation for some, a nightmare for many",https://www.aljazeera.com/amp/indepth/opinion/france-lockdown-vacation-nightmare-200408173450849.html
Nanjala Nyabola,"Coronavirus pandemic,Human Rights,Health,Kenya",Police violence in the time of pandemic,https://www.aljazeera.com/amp/indepth/opinion/police-line-defence-covid-19-200410135620723.html
Dalal Yassine,"Middle East,Lebanon,Refugees",Clamping down on refugees will not save Lebanon from the pandemic,https://www.aljazeera.com/amp/indepth/opinion/clamping-refugees-save-lebanon-pandemic-200411104018784.html
James Melville,"Coronavirus pandemic,Health",Isolationism is not the way forward during coronavirus,https://www.aljazeera.com/amp/indepth/opinion/isolationism-coronavirus-200406074443291.html
Imad K Harb,"Yemen,Saudi Arabia,United Arab Emirates,Middle East,Mohammed bin Salman",Saudi Arabia is preparing to end the war in Yemen,https://www.aljazeera.com/amp/indepth/opinion/saudi-arabia-preparing-war-yemen-200412155912401.html
Mariella Wilson,"Coronavirus pandemic,Education,United Kingdom",The coronavirus will widen the education gap in the UK,https://www.aljazeera.com/amp/indepth/opinion/coronavirus-widen-education-gap-uk-200409135841608.html
Reem Abbas,"Sudan,Middle East,Omar al-Bashir",Sudan still struggles under Omar al-Bashir's shadow,https://www.aljazeera.com/amp/indepth/opinion/sudan-struggles-omar-al-bashir-shadow-200411165213095.html
Ayesha Jacub,"Coronavirus pandemic,Health",Getting ready for the next pandemic,https://www.aljazeera.com/amp/indepth/opinion/ready-pandemic-200404103548183.html
Radhya Almutawakel,"Middle East,Yemen","Yemen: First bombs, soon a coronavirus epidemic",https://www.aljazeera.com/amp/indepth/opinion/yemen-bombs-coronavirus-epidemic-200406151530466.html
Giulia Lagana,"European Union,Agriculture,Workers' Rights,Migrants","Without rights for farm workers, EU's food supplies are at risk",https://www.aljazeera.com/amp/indepth/opinion/rights-workers-eu-food-supplies-risk-200407070604903.html
 Tabish Forugh,"Afghanistan,Ashraf Ghani,United States,Taliban,Asia",Afghanistan needs a Government of National Reconciliation,https://www.aljazeera.com/amp/indepth/opinion/afghanistan-government-national-reconciliation-200405135341374.html
Ibrahim Kalin,"Health,Coronavirus pandemic,Human Rights,Humanitarian crises",We must keep our humanity in the time of coronavirus,https://www.aljazeera.com/amp/indepth/opinion/humanity-time-coronavirus-200407145926847.html
Karsten Noko,"Africa,Coronavirus pandemic,Health,Colonialism,slavery",Medical colonialism in Africa is not new,https://www.aljazeera.com/amp/indepth/opinion/medical-colonialism-africa-200406103819617.html
Tom Hussain,"Pakistan,Imran Khan,Coronavirus pandemic,Asia",The coronavirus outbreak may hurt Imran Khan's political future,https://www.aljazeera.com/amp/indepth/opinion/coronavirus-outbreak-hurt-imran-khan-political-future-200408093849378.html
Andrew Mitrovica,"United States,Bernie Sanders,Donald Trump,Hillary Clinton","What a surprise, Bernie Sanders was right all along",https://www.aljazeera.com/amp/indepth/opinion/surprise-bernie-sanders-200409101837191.html
Nick Dearden,"Coronavirus pandemic,Health,Business & Economy",The free market will only deepen the coronavirus crisis,https://www.aljazeera.com/amp/indepth/opinion/free-market-deepen-coronavirus-crisis-200408122743522.html
Marie Le Conte,"United Kingdom,Labour Party,Coronavirus pandemic",The UK has an effective Opposition at last,https://www.aljazeera.com/amp/indepth/opinion/uk-effective-opposition-200406134139547.html
Maisam Alomar ,"Coronavirus pandemic,United States,US & Canada",COVID-19 and the 'curb-cut effect',https://www.aljazeera.com/amp/indepth/opinion/covid-19-curb-cut-effect-200405102023711.html
Ian Cowie,"Business & Economy,Coronavirus pandemic",We are heading for a pensions apartheid,https://www.aljazeera.com/amp/indepth/opinion/heading-pensions-apartheid-200401062821093.html
Rothna Begum,"Workers' Rights,Coronavirus pandemic,Middle East",Domestic workers in Middle East risk abuse amid COVID-19 crisis,https://www.aljazeera.com/amp/indepth/opinion/domestic-workers-middle-east-risk-abuse-covid-19-crisis-200404152201409.html
Iman Sultan,Women's Rights,The face of feminism is no longer just white and middle class,https://www.aljazeera.com/amp/indepth/opinion/face-feminism-longer-white-middle-class-200401084751413.html
Anthony Pahnke,"Coronavirus pandemic,Health,War",Coronavirus should make leaders reconsider the risks of conflict,https://www.aljazeera.com/amp/indepth/opinion/coronavirus-leaders-reconsider-risks-conflict-200401093640487.html
Karsten Noko,"Coronavirus pandemic,Military,Police,Health,Africa",The problem with army enforced lockdowns in the time of COVID-19,https://www.aljazeera.com/amp/indepth/opinion/problem-army-enforced-lockdowns-time-covid-19-200401101641258.html
Dimitar Bechev,"North Macedonia,Europe,Albania,Serbia,European Union","Despite good news, the Western Balkans are in trouble",https://www.aljazeera.com/amp/indepth/opinion/good-news-western-balkans-trouble-200401155854613.html
Paul Mason,"Coronavirus pandemic,Business & Economy,History",Will coronavirus signal the end of capitalism?,https://www.aljazeera.com/amp/indepth/opinion/coronavirus-signal-capitalism-200330092216678.html
Maxwell Gomera,"Coronavirus pandemic,Environment",How to prevent outbreaks of zoonotic diseases like COVID-19,https://www.aljazeera.com/amp/indepth/opinion/prevent-outbreaks-zoonotic-diseases-covid-19-200404130822685.html
Christine Schwobel-Patel,"Health,War,Coronavirus pandemic,Human Rights",We don't need a 'war' against coronavirus. We need solidarity,https://www.aljazeera.com/amp/indepth/opinion/don-war-coronavirus-solidarity-200402080332560.html
Ani Maitra,"Coronavirus pandemic,United States,Business & Economy,Health",COVID-19 and the neoliberal state of exception,https://www.aljazeera.com/amp/indepth/opinion/covid-19-neoliberal-state-exception-200325161722610.html
Sultan Barakat,"Afghanistan,Asia,United States,Taliban",Afghanistan's peace process is in danger of unravelling,https://www.aljazeera.com/amp/indepth/opinion/afghanistan-peace-process-danger-unravelling-200331125913850.html
,"Coronavirus pandemic,Tunisia,Islamophobia,Religion",RETRACTED - Tunisia has a problem with internalised Islamophobia,https://www.aljazeera.com/amp/indepth/opinion/tunisia-problem-internalised-islamophobia-200319112441557.html
Yara Hawari ,"Middle East,Palestine,Israel",Commemorating Land Day amid lockdown in Palestine,https://www.aljazeera.com/amp/indepth/opinion/celebrating-land-day-lockdown-palestine-200329162501923.html
Akiva Eldar,"Middle East,Israel,Benjamin Netanyahu",How COVID-19 saved Netanyahu,https://www.aljazeera.com/amp/indepth/opinion/covid-19-saved-netanyahu-200401092744398.html
Candace McDuffie,"Coronavirus pandemic,United States",Trump's $2 trillion will not shield minorities from coronavirus,https://www.aljazeera.com/amp/indepth/opinion/trump-2-trillion-shield-minorities-coronavirus-200330072140622.html
Jimmy Kainja,"Malawi,Africa",Is Malawi an 'African exception'?,https://www.aljazeera.com/amp/indepth/opinion/malawi-african-exception-200331113621406.html
Cristina Tzintzun Ramirez,"Coronavirus pandemic,Democratic Party,Donald Trump,Bernie Sanders,United States","Democrats need to unite behind their nominee, whoever he may be",https://www.aljazeera.com/amp/indepth/opinion/democrats-unite-nominee-200327102737033.html
Hibo Wardere,"Women's Rights,Child rights,Human Rights,Health,Africa",FGM is about men. They must help end it,https://www.aljazeera.com/amp/indepth/opinion/fgm-men-200324195906387.html
Stephen W Day,"Yemen,Middle East",Yemenis still want answers about Ibrahim al-Hamdi's assassination,https://www.aljazeera.com/amp/indepth/opinion/yemenis-answers-ibrahim-al-hamdi-assassination-200326075713957.html
Hamid Dabashi,Coronavirus pandemic,From Sa'di to Boccaccio: The literary legacy of pandemics,https://www.aljazeera.com/amp/indepth/opinion/shirazi-boccaccio-literary-legacy-pandemics-200326130141247.html
Anthony Pahnke,"Health,Coronavirus pandemic,Agriculture,Business & Economy",Appreciated or exploited? Key workers in a coronavirus world,https://www.aljazeera.com/amp/indepth/opinion/appreciated-exploited-key-workers-coronavirus-world-200325070603475.html
Larry Beinhart,"Coronavirus pandemic,United States,Business & Economy",What to make of the US's $2 trillion coronavirus bailout,https://www.aljazeera.com/amp/indepth/opinion/2-trillion-coronavirus-bailout-200326153932992.html
Vijay Kolinjivadi,"Environment,Coronavirus pandemic,Climate Change,United States",The coronavirus outbreak is part of the climate change crisis,https://www.aljazeera.com/amp/indepth/opinion/coronavirus-outbreak-part-climate-change-emergency-200325135058077.html
Anthony Pahnke,"Health,Donald Trump,United States,Coronavirus pandemic",Trump is prioritising the economy over the vulnerable,https://www.aljazeera.com/amp/indepth/opinion/trump-prioritising-economy-vulnerable-200326063423807.html
James Melville,"Health,Coronavirus pandemic,Italy",Do try this at home: how one Italian town fought coronavirus,https://www.aljazeera.com/amp/indepth/opinion/home-italian-town-fought-coronavirus-200326110756424.html
Stephanie Kutner,"Racism,Religion,United States,Donald Trump,Judaism","In a new era of American nativism, language is our only homeland",https://www.aljazeera.com/amp/indepth/opinion/era-american-nativism-language-homeland-200225081537212.html
Henrietta Fore,"Coronavirus pandemic,Human Rights,Health",Time is running out to protect refugees from a coronavirus crisis,https://www.aljazeera.com/amp/indepth/opinion/time-running-protect-refugees-coronavirus-crisis-200330063002696.html
Fahd Humayun,"Coronavirus pandemic,Poverty & Development,Business & Economy",Preparing for a post-pandemic world,https://www.aljazeera.com/amp/indepth/opinion/preparing-post-pandemic-world-200325132809404.html
Taif Alkhudary ,"Iraq,Middle East",How Iraq's sectarian system came to be,https://www.aljazeera.com/amp/indepth/opinion/iraq-sectarian-system-200326082345276.html
Yanzhong Huang,"Coronavirus pandemic,China,Health",China's approach to containing coronavirus cannot be replicated,https://www.aljazeera.com/amp/indepth/opinion/china-approach-coronavirus-replicated-200323080154581.html
"Jon Medved,Jason D Greenblatt","Coronavirus pandemic,Science & Technology",Business unusual: Time for tech to move fast and fix things,https://www.aljazeera.com/amp/indepth/opinion/business-unusual-time-tech-move-fast-fix-200323153737040.html
"Neil Howard ,Sarath Davala","Coronavirus pandemic,Poverty,Business & Economy,United Kingdom,India","To get through coronavirus lockdown, we need basic income",https://www.aljazeera.com/amp/indepth/opinion/coronavirus-lockdown-basic-income-200321130521139.html
Ahsan I Butt,"United States,Donald Trump,India,Narendra Modi",India's majoritarian turn will not damage its ties with the US,https://www.aljazeera.com/amp/indepth/opinion/india-majoritarian-turn-damage-ties-200319075651945.html
Belen Fernandez,"El Salvador,Gang violence,War,Civil war,United States","Forty years on, El Salvador's war is still not over",https://www.aljazeera.com/amp/indepth/opinion/forty-years-el-salvador-war-200324103019649.html
Osama Tanous,"Gaza,Palestine,Israel,Middle East",Coronavirus outbreak in the time of apartheid,https://www.aljazeera.com/amp/indepth/opinion/coronavirus-outbreak-time-apartheid-200324151937879.html
Tamoghna Halder,"Universities,United States,Education,Workers' Rights",UCSC teaching assistant strike: Revolt of the academic subalterns,https://www.aljazeera.com/amp/indepth/opinion/ucsc-teaching-assistant-strike-revolt-academic-subalterns-200324095952071.html
Raphael Tsavkko Garcia,"Brazil,Coronavirus pandemic,Jair Bolsonaro,Latin America",Bolsonaro's COVID-19 denial will devastate vulnerable Brazilians,https://www.aljazeera.com/amp/indepth/opinion/bolsonaro-covid-19-denial-devastate-vulnerable-brazilians-200325123513207.html
Andrew Mitrovica,"Coronavirus pandemic,Health",From me to we: The 'white-coat' lining of the COVID-19 pandemic,https://www.aljazeera.com/amp/indepth/opinion/white-coat-lining-covid-19-pandemic-200325144213903.html
James Melville,"Coronavirus pandemic,NHS,United Kingdom,Health",The UK's tax on foreign nurses must be scrapped,https://www.aljazeera.com/amp/indepth/opinion/uk-tax-foreign-nurses-scrapped-200325074532641.html
Larry Beinhart,"Donald Trump,Coronavirus pandemic",Don't mock Trump for declaring himself a 'war president',https://www.aljazeera.com/amp/indepth/opinion/don-mock-trump-declaring-war-president-200320084042830.html
Alex Preve,"Human Rights,Yemen,War,Middle East",The US is complicit in Saudi atrocities in Yemen,https://www.aljazeera.com/amp/indepth/opinion/complicit-saudi-atrocities-yemen-200318155452649.html
Andrew Mitrovica,"Donald Trump,United States",Trump proves yet again that businessmen should not be president,https://www.aljazeera.com/amp/indepth/opinion/trump-proves-businessmen-president-200318084549803.html
Lorenzo Marsili,"Europe,Coronavirus pandemic,Italy",The coronavirus pandemic can empower us to demand change,https://www.aljazeera.com/amp/indepth/opinion/coronavirus-pandemic-empower-demand-change-200318065943787.html
Alexander Main,"United States,Donald Trump",Trump's deadly sanctions power should be reined in,https://www.aljazeera.com/amp/indepth/opinion/trump-deadly-sanctions-power-reined-200319150137851.html
David A Love,"Health,Coronavirus pandemic,United States,Inequality",This pandemic could be an opportunity for change in the US,https://www.aljazeera.com/amp/indepth/opinion/pandemic-opportunity-change-200319145424050.html
Nanjala Nyabola,"Coronavirus pandemic,Africa",Africa has a head start in managing coronavirus,https://www.aljazeera.com/amp/indepth/opinion/africa-head-start-managing-coronavirus-200316210036722.html
Hisham Aidi,"Middle East,Sudan",Malcolm X and the Sudanese,https://www.aljazeera.com/amp/indepth/opinion/malcolm-sudanese-200318141328025.html
Karsten Noko,"Coronavirus pandemic,Africa,Health,Business & Economy,Humanitarian crises","In Africa, social distancing is a privilege few can afford",https://www.aljazeera.com/amp/indepth/opinion/africa-social-distancing-privilege-afford-200318151958670.html
"Neve Gordon,Catherine Rottenberg ","Coronavirus pandemic,Inequality,United States,Europe",The coronavirus conundrum and human rights,https://www.aljazeera.com/amp/indepth/opinion/coronavirus-conundrum-human-rights-200320120352737.html
Kilian Kleinschmidt,"Humanitarian crises,Europe,Refugees,Syrian Refugees",Solve the refugee camps and you solve the refugee crisis,https://www.aljazeera.com/amp/indepth/opinion/solve-refugee-camps-solve-refugee-crisis-200316154815780.html
Galip Dalay,"Battle for Idlib,Syria's War,Middle East,Turkey,Russia",How long will the Turkish-Russian deal on Idlib last?,https://www.aljazeera.com/amp/indepth/opinion/long-turkish-russian-deal-idlib-200316135110613.html
Edna Bonhomme,"Coronavirus pandemic,Inequality",What coronavirus has taught us about inequality,https://www.aljazeera.com/amp/indepth/opinion/coronavirus-taught-inequality-200316204401117.html
